"cell","UMAP1","UMAP2","subcluster","geno","pt"
"mut_2360114",-6.89897445840171,-2.43655981693145,"differentiating","MUT",48.7998012844632
"mut_8271018",-7.12861351174643,-2.51366319332,"differentiating","MUT",47.8741906055769
"mut_12990344",-6.71805051965049,-2.40751614246245,"differentiating","MUT",44.2461448945363
"mut_5468945",-6.83255485696128,-2.75649156246062,"differentiating","MUT",55.4387562291089
"mut_2224142",-7.39084581536582,-2.03883530769225,"differentiating","MUT",44.4921904116874
"mut_1340607",-5.72990659875205,-2.10444059047576,"precursor-like","MUT",47.6044936994617
"mut_8861965",-6.46117643517783,-1.5720195976245,"differentiating","MUT",43.7518211823586
"mut_10032020",-7.0943565766268,-1.93176510009642,"differentiating","MUT",52.1655607679788
"mut_12714284",-6.90413622063925,-2.70731105480071,"differentiating","MUT",52.84494377898
"mut_8421949",-7.67112020654013,-2.5266927686679,"differentiating","MUT",51.9826667408475
"mut_13285669",-6.9408617417269,-0.462955808376033,"differentiating","MUT",48.4980730503158
"mut_9890372",-6.14627174538901,-2.16748835716124,"precursor-like","MUT",53.4799169877391
"mut_8708802",-6.6459775368624,-2.58058657321807,"differentiating","MUT",47.5373087429598
"mut_8137768",-6.29913381737998,-2.58665837917205,"differentiating","MUT",39.4238856496837
"mut_9299787",-7.04532293481162,-2.59529151592131,"precursor-like","MUT",52.8491493331916
"mut_11824560",-6.20340255898764,-2.40968932781096,"precursor-like","MUT",53.6205007718297
"mut_9916035",-7.78517488641074,-2.36294843826171,"differentiating","MUT",56.6476786802447
"mut_4157199",-6.82592729729941,-1.61984302673217,"differentiating","MUT",47.0628909412962
"mut_7253078",-5.71826080483725,-2.17606820735808,"precursor-like","MUT",41.65400566293
"mut_477771",-7.04138521355918,-1.74524321231719,"differentiating","MUT",53.318691476455
"mut_6353315",-7.26863340539267,-1.99332239303466,"differentiating","MUT",47.5086507515592
"mut_12851718",-7.08372501534751,-1.87723042640563,"differentiating","MUT",47.9219843310592
"mut_4751296",-6.94562391442588,-2.54458202991362,"differentiating","MUT",46.3841495272954
"mut_12842591",-6.88276533288291,-2.66583408985015,"differentiating","MUT",57.1021012712319
"mut_11075025",-5.27902940911582,-2.3768406120288,"precursor-like","MUT",38.9611132411959
"mut_12982335",-7.06307176751425,-2.30059029731627,"differentiating","MUT",55.6523156705657
"mut_9614675",-6.53409437341025,-2.07747223052855,"differentiating","MUT",46.6925293845505
"mut_11673601",-7.15101675195029,-2.17613734874602,"differentiating","MUT",49.6105509987227
"mut_6796092",-6.82717851800254,-2.56584920558806,"differentiating","MUT",41.8814367922758
"mut_7404674",-6.6888618866854,-2.30582441959258,"differentiating","MUT",49.6397701612728
"mut_916225",-6.57810596627524,-2.59140433940764,"differentiating","MUT",58.7359946602402
"mut_175158",-5.86361793679526,-2.0112673250186,"precursor-like","MUT",41.0362807429795
"mut_4449067",-5.04044584435752,-2.27307727012511,"precursor-like","MUT",45.6574852107968
"mut_9466460",-7.7329965035372,-2.43785776767607,"differentiating","MUT",54.2430723353599
"mut_6934304",-7.83914331597617,-2.46240796718474,"differentiating","MUT",52.857315343971
"mut_6938503",-4.52978185815146,-2.37065364990111,"precursor-like","MUT",39.2173780048019
"mut_3551234",-7.67362836999228,-2.00646855506774,"differentiating","MUT",51.9524582996343
"mut_5615262",-7.09670547646811,-2.14239420566436,"differentiating","MUT",53.6566868832053
"mut_4310444",-6.23914674920371,-1.96604647312041,"differentiating","MUT",48.4478192694287
"mut_2802092",-7.43288568658164,-4.60113372478362,"differentiating","MUT",58.4859107794399
"mut_10488228",-6.34183220071128,-2.17653336200591,"precursor-like","MUT",48.1578225612359
"mut_12258136",-7.5903134743624,-2.2578755823123,"differentiating","MUT",45.5605858267544
"mut_5043153",-6.7965050141268,-2.08921482238646,"precursor-like","MUT",49.2935785476848
"mut_4725154",-7.6296143929415,-2.39523448619719,"differentiating","MUT",54.3063107524128
"mut_6353737",-6.57555298013022,-2.51621021900054,"precursor-like","MUT",39.7178833364245
"mut_5479363",-5.84717945260337,-1.76051475677367,"precursor-like","MUT",40.3954766775552
"mut_6522720",-6.29490284127524,-2.1468030420291,"precursor-like","MUT",42.8050583286827
"mut_13126719",-7.41509870690634,-2.52995910320159,"differentiating","MUT",58.5926393463201
"mut_7683863",-7.03582529229453,-1.05602099571105,"differentiating","MUT",47.5931461210769
"mut_9883013",-7.1364732186251,-2.71531858119841,"differentiating","MUT",52.9831536236164
"mut_10919851",-7.07145408791831,-2.17835118446227,"differentiating","MUT",55.0041881009191
"mut_1179743",-4.30728916329673,-2.16148521575804,"precursor-like","MUT",39.2040926618309
"mut_8482",-6.85892681283286,-2.32004120025511,"differentiating","MUT",50.8730943783396
"mut_6370636",-4.87141040963462,-2.45131339702483,"precursor-like","MUT",51.7162507559028
"mut_4590008",-6.70601371926596,-1.55089845332976,"differentiating","MUT",43.6389756971692
"mut_1936575",-7.12376312417319,-1.70422031555053,"differentiating","MUT",51.4198480302185
"mut_13725735",-6.18992809457114,-2.32350124988433,"precursor-like","MUT",47.7658559698527
"mut_11217499",-7.26155714196494,-2.21430315647002,"differentiating","MUT",41.0599828469835
"mut_13446534",-6.8939023415499,-2.14657988223906,"differentiating","MUT",56.9575535550371
"mut_8278663",-6.5201926629,-2.40445508632537,"differentiating","MUT",51.7676425659428
"mut_3544744",-7.02437309426596,-2.63853206310149,"differentiating","MUT",44.9416042880022
"mut_9446109",-7.14714626473716,-1.96330907020446,"differentiating","MUT",50.782191362066
"mut_1480761",-7.15486196679404,-2.4664961305606,"differentiating","MUT",55.0250192207547
"mut_5638712",-7.0540995995455,-2.66137613925811,"differentiating","MUT",51.465292659905
"mut_9892696",-7.3370290200167,-2.44260801944609,"precursor-like","MUT",54.4503911217475
"mut_10040504",-7.76180318993857,-2.16577400836821,"differentiating","MUT",53.4159555271274
"mut_13441168",-7.24832014245322,-1.20719142827864,"differentiating","MUT",56.6133112474669
"mut_4895244",-7.46604494256308,-2.0811931100833,"differentiating","MUT",52.234166255261
"mut_2232633",-5.3841162125521,-2.12397660884734,"precursor-like","MUT",45.1612806427784
"mut_10497036",-5.925710241025,-2.12322308692809,"precursor-like","MUT",42.280556983963
"mut_13436593",-5.30171350640586,-2.19311084422942,"precursor-like","MUT",47.143087747826
"mut_8731055",-7.19909433526328,-1.91490676078673,"differentiating","MUT",40.0448435386668
"mut_8275994",-4.56477407616904,-2.32162859115477,"precursor-like","MUT",42.1177234135475
"mut_7974599",-6.66428999108603,-1.43768908653136,"differentiating","MUT",43.9090395232887
"mut_1482263",-7.47727827233603,-2.50920500430938,"differentiating","MUT",52.024678751307
"mut_6206683",-5.70662693185141,-1.89433040294524,"precursor-like","MUT",38.2946995911753
"mut_6635591",-5.34021047753623,-2.22532655868407,"precursor-like","MUT",39.8752390508274
"mut_7966099",-6.23338369530966,-2.31822707328673,"differentiating","MUT",45.0969381640721
"mut_12418572",-5.82300523919394,-2.08087803993102,"precursor-like","MUT",38.479706404104
"mut_4154145",-6.27782539529135,-2.38248982105132,"differentiating","MUT",47.6371584913389
"mut_12714674",-6.66203025979331,-2.60869397792693,"precursor-like","MUT",51.5058309865692
"mut_11664822",-7.03675178689292,-1.46112277183409,"differentiating","MUT",50.9250589993856
"mut_8554759",-6.84577421349814,-1.37531139526244,"differentiating","MUT",52.5989089654073
"mut_2215303",-7.11113123101523,-2.55813302669402,"differentiating","MUT",57.4962658025521
"mut_1036095",-6.64826826257041,-2.56089963588591,"differentiating","MUT",46.1016853298105
"mut_14031374",-4.98208765191367,-1.30072410974379,"differentiating","MUT",47.1729395385332
"mut_8416169",-7.01613668603232,-1.71587469253417,"differentiating","MUT",45.8853084745343
"mut_1032207",-7.76431135339072,-2.24083294544097,"precursor-like","MUT",52.7602376722802
"mut_2534828",-7.30219225091269,-1.90646543178435,"differentiating","MUT",50.4379383925089
"mut_9290126",-5.36023573083213,-2.27737095031615,"precursor-like","MUT",49.1707967117811
"mut_6808002",-4.82492498559287,-2.22816302451964,"precursor-like","MUT",39.4914660149602
"mut_7095554",-5.80399994057944,-1.88170947704192,"precursor-like","MUT",41.3082490106371
"mut_8279043",-5.62766985101035,-2.08549489650603,"precursor-like","MUT",37.4451601848317
"mut_8289074",-6.8838229576998,-2.33404781494017,"differentiating","MUT",40.1551740819302
"mut_4298932",-5.67294220132163,-2.21361293468352,"precursor-like","MUT",40.9944556864838
"mut_13127495",-7.08311180276206,-1.34866192016478,"differentiating","MUT",54.0675513458976
"mut_10327769",-7.14839224023154,-2.59131374034758,"differentiating","MUT",43.1896600306423
"mut_9147695",2.0758858521528,-5.79514684352751,"differentiating","MUT",57.9392170238493
"mut_2241497",-6.20652727288535,-1.46173789176818,"precursor-like","MUT",41.0074506701689
"mut_8287106",-6.99549631280234,-2.38444366130706,"differentiating","MUT",45.1252824668118
"mut_9471448",-6.35119442147544,-1.74531163844939,"precursor-like","MUT",51.4560961983211
"mut_9752451",-6.45841221017173,-2.18014123115416,"differentiating","MUT",41.2492592063235
"mut_2093223",-7.70971254510215,-2.08597697887297,"differentiating","MUT",57.8159465532108
"mut_10496643",-5.73735193414023,-2.21402587566252,"precursor-like","MUT",40.7061776885842
"mut_10035540",-7.22722772759726,-1.7412215677249,"differentiating","MUT",54.2048175996067
"mut_3714488",-7.19466451806357,-2.19706561241027,"differentiating","MUT",56.4334933632035
"mut_9024442",-7.06631998223593,-2.54054512653228,"differentiating","MUT",57.9679392007755
"mut_6805315",-6.88126663369467,-2.58806600246306,"differentiating","MUT",57.8049303616486
"mut_2511364",-6.8970384995394,-1.39901425514098,"differentiating","MUT",47.3318983694078
"mut_6355610",-7.02124504250815,-1.68628730449553,"differentiating","MUT",51.4281382772089
"mut_8873",-5.77641014260581,-2.11444689903136,"differentiating","MUT",44.8926494128038
"mut_10764295",-7.06877569360068,-1.24722751054641,"differentiating","MUT",51.9170394684058
"mut_9473301",-6.98666862649253,-2.55699553165313,"differentiating","MUT",56.8750249824077
"mut_13445063",-7.24009660882285,-2.59837546024199,"differentiating","MUT",52.516704467892
"mut_7847811",-6.8475156227999,-2.46648897800322,"differentiating","MUT",53.1024697897568
"mut_10503570",-5.46131042641928,-2.15879764232512,"precursor-like","MUT",40.1485739355808
"mut_11217884",-4.43074659508994,-2.58964123401519,"precursor-like","MUT",36.2735430622921
"mut_7087967",-4.46432785195639,-2.59097613963958,"precursor-like","MUT",35.7232155831747
"mut_6515360",-7.66077379388144,-2.24584009322997,"differentiating","MUT",51.1262824905324
"mut_13144727",-6.43143705529502,-2.22995164070006,"differentiating","MUT",45.2110143825707
"mut_447801",-6.75952676934531,-1.48882093105193,"differentiating","MUT",49.364438285472
"mut_4144903",-6.92037538689902,-2.33746840629454,"differentiating","MUT",49.7764519321026
"mut_3544332",-4.55834678811362,-2.2653789726245,"precursor-like","MUT",39.8405641070358
"mut_7106780",-4.68830351037314,-2.43271031055327,"precursor-like","MUT",35.6100113883097
"mut_5781574",-7.13996652764609,-1.53578605327483,"differentiating","MUT",52.8610358972814
"mut_2688851",-6.16727737588217,-2.08534946117278,"differentiating","MUT",45.8316311096821
"mut_8272593",-6.46060709161093,-2.50809540424224,"differentiating","MUT",54.4036523336426
"mut_2367749",-5.92381672066977,-1.4836327043521,"precursor-like","MUT",37.6461200532233
"mut_14013783",-7.14094785851767,-2.6609951463687,"differentiating","MUT",51.8949438971922
"mut_12714292",-7.58458666009238,-2.5603100267398,"differentiating","MUT",52.4202082150439
"mut_5478551",-7.00397066277793,-2.16237797412749,"differentiating","MUT",50.4999422482497
"mut_9150407",-6.99505428475669,-2.09631790790435,"differentiating","MUT",48.7657682530583
"mut_7526868",-7.45764211816123,-2.62931289348479,"differentiating","MUT",40.1263774271706
"mut_2823257",-5.58705953759482,-2.15155281696196,"differentiating","MUT",37.1887571284437
"mut_10764750",-6.95124105614951,-2.11855067882415,"differentiating","MUT",51.8402951159155
"mut_14021075",-5.3021808068209,-2.05826427612181,"precursor-like","MUT",46.8258879856589
"mut_8584013",-6.75204900903037,-1.47400023612853,"differentiating","MUT",54.7703942456632
"mut_13003462",-7.57210020226767,-2.49430050525542,"differentiating","MUT",52.4080528974555
"mut_11220867",-6.56929067773154,-2.43522991809722,"differentiating","MUT",49.0969273544087
"mut_5179857",-7.77266554040244,-2.59202685031768,"differentiating","MUT",57.0539650953336
"mut_5192483",-5.34661297005942,-2.34102847251769,"precursor-like","MUT",39.6656468902471
"mut_2959508",-6.37123684090903,-1.88212980899688,"differentiating","MUT",52.9284936482922
"mut_7106383",-4.89339737099936,-2.38474836025115,"precursor-like","MUT",37.6636460735248
"mut_1490314",-7.05538229150107,-1.65405001315947,"differentiating","MUT",54.5447911391228
"mut_11060383",-7.74488786858847,-2.35219528350707,"differentiating","MUT",56.7080248723643
"mut_8709207",-6.31159786385825,-2.55294456157561,"differentiating","MUT",40.0620017997478
"mut_2247225",-7.38916448754599,-2.39660896930571,"differentiating","MUT",47.850742354165
"mut_8553222",-5.66850284737876,-2.25952019367095,"differentiating","MUT",49.0736884136285
"mut_6195894",-7.06983045739463,-1.23113521013137,"differentiating","MUT",48.0485379097001
"mut_9024063",-6.97262243432334,-2.44304861698027,"differentiating","MUT",48.5009827890017
"mut_10791177",-4.82798818749716,-2.31200971279021,"precursor-like","MUT",40.8785275123896
"mut_9143476",-5.72107748193076,-1.99506332549926,"differentiating","MUT",38.913916240007
"mut_10642950",-6.85643676919272,-0.641029557322223,"differentiating","MUT",50.1093212933235
"mut_6368323",-6.84854034585288,-2.41875018749114,"differentiating","MUT",41.5971045816383
"mut_2663427",-6.74332145852378,-2.46954645786162,"differentiating","MUT",55.3547663082812
"mut_4161439",-5.34723714989951,-2.16675510082122,"precursor-like","MUT",38.3937072904298
"mut_10355339",-5.68706039590171,-2.09661366615172,"precursor-like","MUT",42.8506907700617
"mut_10340802",-6.3644342820101,-1.92792369994994,"differentiating","MUT",40.5769586124804
"mut_5015878",-7.33601240319541,-2.18686463508483,"differentiating","MUT",55.8182361863449
"mut_13421650",-7.57036165398886,-2.25651063594695,"differentiating","MUT",56.2205122027795
"mut_8433118",-6.32771066827109,-2.11008908424254,"precursor-like","MUT",38.400136100711
"mut_1944642",-7.69780973595908,-2.08530285034056,"differentiating","MUT",56.4069747515557
"mut_1947718",-6.86833576363852,-1.50746240291472,"differentiating","MUT",53.457406143351
"mut_8879253",-5.32577375573447,-2.17951669368621,"precursor-like","MUT",40.314710426907
"mut_9587717",-7.16108564538291,-2.38731326732512,"differentiating","MUT",58.550279038717
"mut_745747",-6.03863672417929,-2.12969638976928,"precursor-like","MUT",39.081137936228
"mut_475064",-5.16585544747641,-2.24825479659911,"precursor-like","MUT",37.739363187182
"mut_5463951",-5.7692685524874,-1.969398399924,"differentiating","MUT",41.34646763265
"mut_4442517",-4.6888070504122,-2.25219120654937,"precursor-like","MUT",40.5630141144094
"mut_27328",-6.31173566979697,-1.96679129276152,"precursor-like","MUT",52.2068007496842
"mut_3113156",-7.72519830865195,-1.87161280784484,"differentiating","MUT",52.5888498238214
"mut_14012558",-6.50992540520957,-1.41608311805602,"precursor-like","MUT",55.092027869605
"mut_3123496",-7.2034840981417,-1.73579742584105,"differentiating","MUT",54.9936417484754
"mut_3552037",-6.92278103036216,-2.58778347644683,"differentiating","MUT",53.8428870871629
"mut_11362642",-6.53855899972251,-1.848379990195,"differentiating","MUT",55.3341007923805
"mut_8567879",-6.64853433770468,-1.31126358184691,"differentiating","MUT",48.1666178795227
"mut_7097935",-7.81852487725547,-2.40290488872405,"differentiating","MUT",55.6318433764865
"mut_8146235",-7.24097208184531,-2.18067326221343,"differentiating","MUT",55.9063467673128
"mut_6965385",-7.36882738274863,-2.59930267009612,"differentiating","MUT",43.2315325998421
"mut_13283348",-7.53812650842002,-2.17791416320678,"differentiating","MUT",50.9472641097792
"mut_12687386",-6.1730132500582,-2.51723899516936,"precursor-like","MUT",47.3839694396327
"mut_5618746",-7.58329538506797,-1.70726265582915,"differentiating","MUT",45.3506036571291
"mut_11070727",-6.50655416650107,-1.84689380798217,"differentiating","MUT",52.7325821576354
"mut_11959317",-7.26012376946738,-2.06697215709563,"differentiating","MUT",52.1528002375876
"mut_4279384",-5.58596805733969,-2.0361811128604,"precursor-like","MUT",40.1405283984634
"mut_12250428",-7.22183660668662,-1.60958959731932,"differentiating","MUT",52.7960529253518
"mut_10032405",-6.11844400567343,-2.31124784622069,"precursor-like","MUT",43.0589026760844
"mut_3276749",-6.35965828103354,-2.45647277507659,"differentiating","MUT",48.8586120707694
"mut_9606944",-4.66775755090049,-2.21921398315306,"precursor-like","MUT",42.1974917792449
"mut_2983351",-5.52991346520713,-2.19312348041411,"precursor-like","MUT",40.2501327900645
"mut_7973035",-5.97101978463462,-2.11319472465392,"differentiating","MUT",52.8597041073726
"mut_2368133",-6.93144468468955,-2.57950820598479,"differentiating","MUT",52.359939847184
"mut_1032228",-7.38670210046103,-2.68313469562407,"differentiating","MUT",46.115480085133
"mut_12107609",-7.54034189385703,-2.2423681226718,"differentiating","MUT",56.0909740913698
"mut_3566606",-6.58171562356284,-2.57872595462676,"differentiating","MUT",53.9022692480515
"mut_12976897",-6.95705227059653,-2.64874758396025,"differentiating","MUT",50.8848270384467
"mut_4285838",-5.73743204278281,-1.97491159114714,"differentiating","MUT",38.6504308328705
"mut_1797202",-7.0782080094271,-2.30107798251982,"differentiating","MUT",50.7860124063993
"mut_3698010",-7.59172205132773,-2.75031795177336,"differentiating","MUT",52.2617254035537
"mut_1498378",-7.81636766595175,-2.52249707851287,"differentiating","MUT",49.5859514135032
"mut_4291244",-5.95872501534751,-2.03833367500182,"differentiating","MUT",39.9428166812487
"mut_9164246",-6.46125463647177,-2.07842614326354,"precursor-like","MUT",50.4513004443412
"mut_3399230",-6.25552467507651,-2.47285308513518,"differentiating","MUT",52.6649091202757
"mut_2097409",-7.01125768822959,-1.74422182712432,"differentiating","MUT",54.6478681936269
"mut_4882268",-5.48171810311606,-2.22390653762694,"precursor-like","MUT",38.4526475484921
"mut_12108340",-6.73227647942832,-2.5490464178073,"differentiating","MUT",53.5279413257455
"mut_31144",-7.18206648034384,-2.24388708743926,"differentiating","MUT",49.4035236296756
"mut_7261449",-5.09302953881552,-2.54024543437834,"precursor-like","MUT",47.7915025646897
"mut_8293668",-6.22462228936484,-2.34576644573088,"differentiating","MUT",50.5340493275192
"mut_4749381",-5.57656006020835,-2.10771395835753,"precursor-like","MUT",42.9739803081987
"mut_10795795",-5.09539894265464,-2.2714824882495,"precursor-like","MUT",38.475779394471
"mut_9031356",-5.48674158257773,-2.17956080112334,"precursor-like","MUT",37.9979360698878
"mut_10776655",-7.0387678543978,-1.73360492858763,"differentiating","MUT",47.1224977129893
"mut_9169182",-5.9618635575228,-2.19356574687834,"precursor-like","MUT",54.0280138803621
"mut_7534910",-5.1372409264498,-2.17047514591094,"precursor-like","MUT",39.8499635410596
"mut_6667065",-7.37211755914023,-1.95917656097289,"differentiating","MUT",52.1286731069838
"mut_8575880",-6.10592035455039,-1.87836863670226,"precursor-like","MUT",39.2074143138294
"mut_4131876",-6.83981327218344,-2.41396464977141,"differentiating","MUT",57.5569031588843
"mut_2530622",-6.60238174599936,-2.43855132732268,"differentiating","MUT",48.1609981781774
"mut_3693733",-7.34166006249716,-2.02351500663634,"differentiating","MUT",50.1355785164034
"mut_2246464",-5.30375007790854,-2.17326774272795,"precursor-like","MUT",45.7657795396496
"mut_10479806",-5.96800378960898,-2.25022771034117,"differentiating","MUT",40.3145239365919
"mut_6818780",-5.06166080636313,-2.32836331996794,"precursor-like","MUT",39.5143578522617
"mut_8423820",-5.95247654122641,-2.30784537467833,"precursor-like","MUT",43.7965236553956
"mut_11525009",-7.12918285531333,-1.89137282047148,"differentiating","MUT",53.7288859619017
"mut_1361331",-6.88433269662192,-2.52023877773162,"differentiating","MUT",47.4731453906092
"mut_9169611",-6.84128956002524,-1.42844845924254,"differentiating","MUT",50.7899525725138
"mut_11357206",-6.61519912881186,-2.32787635002013,"differentiating","MUT",50.490811664419
"mut_330718",-5.68840173882773,-1.9573590961444,"precursor-like","MUT",40.1666409218118
"mut_12098002",-5.59557966393759,-2.09563603076812,"precursor-like","MUT",43.1574297212228
"mut_13713832",-7.23961214227011,-2.08964230689879,"differentiating","MUT",55.6095811084601
"mut_12560667",-6.02810911340049,-2.15423919830199,"precursor-like","MUT",51.6370702207813
"mut_9896084",-7.26997427148154,-1.51902248535033,"differentiating","MUT",55.0465909308796
"mut_5484328",-6.410742322629,-2.30563285026427,"differentiating","MUT",48.7275836747223
"mut_4894088",-6.54308847588828,-2.70379438075896,"differentiating","MUT",42.7367901618302
"mut_749189",-7.03160719079306,-2.35562779579039,"differentiating","MUT",48.0367071171525
"mut_593754",-6.83918909234336,-2.29523613128539,"differentiating","MUT",47.3446668254799
"mut_5756579",-5.80156664056113,-2.02399518165465,"precursor-like","MUT",38.5200672514041
"mut_9913788",-6.13433221978476,-2.24020912322875,"differentiating","MUT",51.0858554765928
"mut_13589420",-7.17435173196128,-2.26554300460692,"differentiating","MUT",50.9899716207206
"mut_12851783",-7.55850080651572,-2.66081919345732,"differentiating","MUT",58.3557690347235
"mut_7380870",-5.66614631814292,-2.29223313007231,"precursor-like","MUT",38.2112152564563
"mut_3991347",-7.38952879113486,-2.52584685954924,"differentiating","MUT",53.7179056867018
"mut_8123907",-7.438574353879,-1.78251578483458,"differentiating","MUT",51.4261886998329
"mut_3545500",-4.73320106667807,-2.41912855777617,"precursor-like","MUT",43.1111087758493
"mut_12263042",-6.87211994332602,-2.00196077499266,"differentiating","MUT",48.2737518112143
"mut_10500168",-4.92957834405234,-2.21801938686248,"precursor-like","MUT",43.6238941048865
"mut_7685791",-7.07858280343344,-1.92863192233916,"differentiating","MUT",52.6031656023906
"mut_1794475",-6.48405269784262,-1.93390276107665,"precursor-like","MUT",53.0502411459894
"mut_4441040",-7.11838058633139,-2.49368633899565,"differentiating","MUT",50.3813936972632
"mut_11523546",-5.67444423836997,-1.96595515880461,"differentiating","MUT",39.959982484595
"mut_4007812",-5.39714817208579,-2.1404805389392,"precursor-like","MUT",39.6777350657196
"mut_13132432",-6.66980365914633,-2.34272863540526,"precursor-like","MUT",52.5828738605385
"mut_6074908",-7.19092849892905,-2.52934350643035,"differentiating","MUT",53.6113884020509
"mut_7111391",-6.82218698663047,-2.69400348338958,"differentiating","MUT",50.9964960835492
"mut_6942425",-7.31309084100058,-1.66289331588622,"differentiating","MUT",52.6300980196562
"mut_1336720",-5.37723735970786,-2.24466743144866,"precursor-like","MUT",44.2882507559712
"mut_6948532",-5.85178379220298,-1.73968448314543,"precursor-like","MUT",38.6133113434607
"mut_5043865",-7.30743078393271,-2.2923736778247,"differentiating","MUT",50.136961403087
"mut_6505404",-5.10797361535361,-2.19772972736235,"precursor-like","MUT",37.6899259519813
"mut_11366024",-6.59051040810874,-1.4111457077014,"differentiating","MUT",38.8587863118646
"mut_3561226",-6.85263399285605,-2.21717335853453,"differentiating","MUT",56.7963074363031
"mut_5466324",-7.17975143594077,-1.83035983714934,"differentiating","MUT",53.5878858017461
"mut_10036235",-6.50793890160849,-2.01202501926299,"differentiating","MUT",49.730395481151
"mut_4749389",-5.9980750481539,-2.16809560928221,"precursor-like","MUT",38.9454650094106
"mut_2949595",-5.09443859261801,-2.20141746673461,"precursor-like","MUT",38.3526017283649
"mut_2360915",-4.59054521722129,-2.3867351022708,"precursor-like","MUT",45.7234484550851
"mut_6068042",-6.66754678887656,-2.46960320148345,"differentiating","MUT",49.80364890076
"mut_609864",-6.5678673188143,-2.19719447765227,"differentiating","MUT",41.0779758762781
"mut_6806836",-5.35819152993491,-2.24905445251342,"precursor-like","MUT",42.3031658178511
"mut_14024536",-4.36592916650107,-2.33294262561675,"precursor-like","MUT",34.7858310600575
"mut_8131273",-5.09579710168174,-2.22522856864806,"precursor-like","MUT",36.734816002364
"mut_3279763",-4.9975982109957,-2.27020527992125,"precursor-like","MUT",37.1260270837371
"mut_3114677",-6.37714437646201,-2.07531609210845,"precursor-like","MUT",47.9647771494475
"mut_6369479",-5.27821354073813,-2.15977766189452,"precursor-like","MUT",41.8519674648872
"mut_1348266",-7.16282371682456,-1.92415525588866,"differentiating","MUT",56.2540379223618
"mut_1486473",-7.23565534753134,-2.01268329295989,"differentiating","MUT",51.8760439599253
"mut_2367406",-7.08605055016806,-1.60673596534606,"differentiating","MUT",50.1475946184721
"mut_746941",-6.84024051827719,-2.47101702365752,"differentiating","MUT",53.051050510942
"mut_12422799",-7.16365532082846,-1.75016786727782,"differentiating","MUT",51.8707351422282
"mut_309551",-4.08520178002646,-2.48391284618254,"precursor-like","MUT",37.0846427626902
"mut_12694350",-6.86140922707846,-2.77671970996733,"precursor-like","MUT",47.3058048892745
"mut_2826632",-7.02390293282798,-1.8710314241397,"differentiating","MUT",38.4623976747744
"mut_7698832",-7.67094473046591,-2.60775484714385,"differentiating","MUT",48.8092392930471
"mut_1639747",-4.88817600411704,-2.30316128406401,"precursor-like","MUT",40.7352783093159
"mut_14012215",-4.95596031350424,-2.2329402175891,"precursor-like","MUT",37.6226219298043
"mut_1569",-7.37002615136435,-2.15387978229399,"differentiating","MUT",54.727961109188
"mut_10945232",-6.87329391640952,-1.43325342807647,"differentiating","MUT",46.5345998463993
"mut_6361353",-4.45267681283286,-2.41091336879607,"precursor-like","MUT",36.9631040174027
"mut_11059257",-4.90955547494223,-2.21698786887999,"precursor-like","MUT",37.4197635347993
"mut_772622",-5.69364790124228,-1.83429922733184,"precursor-like","MUT",42.1330359504461
"mut_2522939",-7.26411775750449,-2.55323280963774,"differentiating","MUT",56.0510218277136
"mut_5617947",-6.63961080712607,-2.23665465984221,"differentiating","MUT",51.363719290377
"mut_5038139",-5.93208603066733,-2.78058471355315,"precursor-like","MUT",45.9662676858341
"mut_8276355",-7.68126444024375,-2.65288176212188,"differentiating","MUT",52.8815979796469
"mut_1047938",-6.67752937478354,-2.25275447044249,"differentiating","MUT",47.1422573902806
"mut_596391",-5.97465757531455,-1.88282384548064,"differentiating","MUT",45.1128206884398
"mut_11975840",-6.86619190377524,-1.71185090217467,"differentiating","MUT",51.7918834201751
"mut_13741123",-5.81639055413535,-2.25533582839843,"precursor-like","MUT",40.1937153891363
"mut_6074564",-7.17801193398764,-1.37177618417617,"differentiating","MUT",56.1350044335089
"mut_12097192",-7.59075693291953,-2.07372464809294,"differentiating","MUT",52.6116149504148
"mut_11520054",-5.88608650368979,-2.26670088443633,"precursor-like","MUT",49.1134311459497
"mut_12266186",-6.85713009042075,-2.43900551471587,"differentiating","MUT",53.5905838975745
"mut_7850912",-4.93899540108969,-2.31035818729277,"precursor-like","MUT",38.2057473848793
"mut_11970060",-5.13350633782675,-2.28269447955962,"precursor-like","MUT",40.4560948753497
"mut_11950475",-5.80116800469687,-1.94800939235564,"precursor-like","MUT",37.7481212388198
"mut_2825142",-7.12919906777671,-1.75492288741942,"differentiating","MUT",51.9656541899336
"mut_7538329",-4.61362699670127,-2.282590886687,"precursor-like","MUT",39.1894855134588
"mut_1506102",-5.97008423013022,-2.27356722030516,"differentiating","MUT",42.4358450280226
"mut_6220836",-6.89747575921347,-2.25958504352446,"differentiating","MUT",48.604586072115
"mut_12407134",-5.86391357583335,-2.19208933982726,"precursor-like","MUT",47.6730376684743
"mut_5044270",-7.20660452050498,-2.19802846584197,"differentiating","MUT",55.4888803025752
"mut_5174094",-5.94938854378989,-1.81825806770201,"differentiating","MUT",45.8553905882485
"mut_463885",-4.83467249078086,-2.32302870426055,"precursor-like","MUT",37.9383711770256
"mut_9602328",-7.74854330224326,-2.48569550189849,"differentiating","MUT",49.0404860167303
"mut_5779622",-6.84719900292685,-2.59448661479827,"differentiating","MUT",52.7559287796479
